eval_id,eval_name,stage,tier,ws_transition,bs_transition,regression_interpretation,failure_type_old,failure_type_new,ws_rubric_changed,bs_rubric_changed,ws_passed_old,ws_total_old,ws_passed_new,ws_total_new,token_delta_ws,duration_delta_ws,old_response_path,new_response_path,old_grading_path,new_grading_path
28,brain-region-for-curated-sorting,pipeline-usage,joins,regressed,regressed,rubric_friction,,rubric_friction,false,false,13,13,9,13,,,runs/round-c-2026-04-28/iteration-3/eval-028-brain-region-for-curated-sorting/with_skill/outputs/response.md,runs/round-d-2026-04-30/iteration-1/eval-028-brain-region-for-curated-sorting/with_skill/outputs/response.md,runs/round-c-2026-04-28/iteration-3/eval-028-brain-region-for-curated-sorting/with_skill/grading.json,runs/round-d-2026-04-30/iteration-1/eval-028-brain-region-for-curated-sorting/with_skill/grading.json
41,config-key-error-after-pull,setup,config-troubleshooting,stable_fail,stable_fail,,,rubric_friction,true,true,1,7,7,8,25726,108.6,runs/round-c-2026-04-28/iteration-7/eval-041-config-key-error-after-pull/with_skill/outputs/response.md,runs/round-d-2026-04-30/iteration-1/eval-041-config-key-error-after-pull/with_skill/outputs/response.md,runs/round-c-2026-04-28/iteration-7/eval-041-config-key-error-after-pull/with_skill/grading.json,runs/round-d-2026-04-30/iteration-1/eval-041-config-key-error-after-pull/with_skill/grading.json
85,recover-parameter-edit-in-place,pipeline-usage,workflow-recovery,stable_fail,stable_fail,,,rubric_friction,false,false,7,8,6,8,5595,23.6,runs/round-c-2026-04-28/iteration-4/eval-085-recover-parameter-edit-in-place/with_skill/outputs/response.md,runs/round-d-2026-04-30/iteration-1/eval-085-recover-parameter-edit-in-place/with_skill/outputs/response.md,runs/round-c-2026-04-28/iteration-4/eval-085-recover-parameter-edit-in-place/with_skill/grading.json,runs/round-d-2026-04-30/iteration-1/eval-085-recover-parameter-edit-in-place/with_skill/grading.json
87,counterfactual-trodes-pos-params-swap,pipeline-usage,counterfactual,stable_fail,stable_fail,,,rubric_friction,false,false,12,14,12,14,18445,84.5,runs/round-c-2026-04-28/iteration-4/eval-087-counterfactual-trodes-pos-params-swap/with_skill/outputs/response.md,runs/round-d-2026-04-30/iteration-1/eval-087-counterfactual-trodes-pos-params-swap/with_skill/outputs/response.md,runs/round-c-2026-04-28/iteration-4/eval-087-counterfactual-trodes-pos-params-swap/with_skill/grading.json,runs/round-d-2026-04-30/iteration-1/eval-087-counterfactual-trodes-pos-params-swap/with_skill/grading.json
88,ambiguity-delete-decoding-results,destructive-operations,disambiguation,stable_fail,stable_fail,,,rubric_friction,false,false,7,8,6,8,5003,13.3,runs/round-c-2026-04-28/iteration-7/eval-088-ambiguity-delete-decoding-results/with_skill/outputs/response.md,runs/round-d-2026-04-30/iteration-1/eval-088-ambiguity-delete-decoding-results/with_skill/outputs/response.md,runs/round-c-2026-04-28/iteration-7/eval-088-ambiguity-delete-decoding-results/with_skill/grading.json,runs/round-d-2026-04-30/iteration-1/eval-088-ambiguity-delete-decoding-results/with_skill/grading.json
89,restrict-by-interval-name-no-star,pipeline-usage,joins,stable_fail,stable_fail,,,rubric_friction,false,false,7,10,7,10,5599,-13.5,runs/round-c-2026-04-28/iteration-4/eval-089-restrict-by-interval-name-no-star/with_skill/outputs/response.md,runs/round-d-2026-04-30/iteration-1/eval-089-restrict-by-interval-name-no-star/with_skill/outputs/response.md,runs/round-c-2026-04-28/iteration-4/eval-089-restrict-by-interval-name-no-star/with_skill/grading.json,runs/round-d-2026-04-30/iteration-1/eval-089-restrict-by-interval-name-no-star/with_skill/grading.json
105,camera-devices-lookup,pipeline-usage,atomic-read,stable_fail,stable_fail,,,rubric_friction,false,false,8,9,7,9,-6819,-21.0,runs/round-c-2026-04-28/iteration-4/eval-105-camera-devices-lookup/with_skill/outputs/response.md,runs/round-d-2026-04-30/iteration-1/eval-105-camera-devices-lookup/with_skill/outputs/response.md,runs/round-c-2026-04-28/iteration-4/eval-105-camera-devices-lookup/with_skill/grading.json,runs/round-d-2026-04-30/iteration-1/eval-105-camera-devices-lookup/with_skill/grading.json
